Código da Árvore;DAP;HT;Altura da secção;Diâmetro da secção;Espessura da casca;talhao;material_genetico_cod;idade;V5casca
26;16.95;29.9;7;13.5;0.4;T-7;GG-100;2;0.013590923
26;16.95;29.9;8;12.8;0.4;T-7;GG-100;2;0.01261909
26;16.95;29.9;9;12.55;0.4;T-7;GG-100;2;0.011653051
26;16.95;29.9;10;11.8;0.3;T-7;GG-100;2;0.010262896
26;16.95;29.9;11;11.05;0.3;T-7;GG-100;2;0.009417906
26;16.95;29.9;12;10.85;0.3;T-7;GG-100;2;0.008748746
26;16.95;29.9;13;10.25;0.3;T-7;GG-100;2;0.007662447
26;16.95;29.9;14;9.49;0.3;T-7;GG-100;2;0.006969725
26;16.95;29.9;15;9.35;0.3;T-7;GG-100;2;0.006939975
26;16.95;29.9;16;9.45;0.3;T-7;GG-100;2;0.006411303
26;16.95;29.9;17;8.6;0.3;T-7;GG-100;2;0.005293584
26;16.95;29.9;18;7.8;0.3;T-7;GG-100;2;0.004396757
26;16.95;29.9;19;7.15;0.3;T-7;GG-100;2;0.003566199
26;16.95;29.9;20;6.3;0.3;T-7;GG-100;2;0.003192349
26;16.95;29.9;21;6.45;0.3;T-7;GG-100;2;0.002695585
26;16.95;29.9;22;5.2;0.3;T-7;GG-100;2;0.002103394
26;16.95;29.9;23;5.15;0.2;T-7;GG-100;2;0.001850952
26;16.95;29.9;24;4.54;0.2;T-7;GG-100;2;0.00145354
26;16.95;29.9;25;4.05;0.2;T-7;GG-100;2;0.001108829
26;16.95;29.9;26;3.44;0.2;T-7;GG-100;2;0.00062813
26;16.95;29.9;27;2.04;0.2;T-7;GG-100;2;0.000244856
26;16.95;29.9;28;1.44;0.1;T-7;GG-100;2;0.000111028
26;16.95;29.9;29;0.95;0.1;T-7;GG-100;2;0
27;16.2;29.6;0.1;18.05;0.6;T-7;GG-100;2;0.014366307
27;16.2;29.6;0.7;16.85;0.6;T-7;GG-100;2;0.012873363
27;16.2;29.6;1.3;16.2;0.5;T-7;GG-100;2;0.013725008
27;16.2;29.6;2;15.39;0.5;T-7;GG-100;2;0.017614698
27;16.2;29.6;3;14.55;0.4;T-7;GG-100;2;0.015900877
27;16.2;29.6;4;13.9;0.4;T-7;GG-100;2;0.013615745
27;16.2;29.6;5;12.39;0.3;T-7;GG-100;2;0.01211534
27;16.2;29.6;6;12.45;0.3;T-7;GG-100;2;0.011741801
27;16.2;29.6;7;12;0.3;T-7;GG-100;2;0.011076568
27;16.2;29.6;8;11.75;0.3;T-7;GG-100;2;0.010751512
27;16.2;29.6;9;11.65;0.3;T-7;GG-100;2;0.010081469
27;16.2;29.6;10;11;0.3;T-7;GG-100;2;0.009081166
27;16.2;29.6;11;10.5;0.3;T-7;GG-100;2;0.008295866
27;16.2;29.6;12;10.05;0.3;T-7;GG-100;2;0.007776424
27;16.2;29.6;13;9.85;0.3;T-7;GG-100;2;0.007316966
27;16.2;29.6;14;9.45;0.3;T-7;GG-100;2;0.006794676
27;16.2;29.6;15;9.15;0.3;T-7;GG-100;2;0.006328837
27;16.2;29.6;16;8.8;0.3;T-7;GG-100;2;0.00568157
27;16.2;29.6;17;8.2;0.3;T-7;GG-100;2;0.00502969
27;16.2;29.6;18;7.8;0.3;T-7;GG-100;2;0.004396757
27;16.2;29.6;19;7.15;0.3;T-7;GG-100;2;0.003959388
27;16.2;29.6;20;7.05;0.3;T-7;GG-100;2;0.003560308
27;16.2;29.6;21;6.4;0.3;T-7;GG-100;2;0.002629906
27;16.2;29.6;22;5.1;0.3;T-7;GG-100;2;0.001870524
27;16.2;29.6;23;4.65;0.2;T-7;GG-100;2;0.001263902
27;16.2;29.6;24;3.25;0.2;T-7;GG-100;2;0.000631656
27;16.2;29.6;25;2.35;0.2;T-7;GG-100;2;0.000413909
27;16.2;29.6;26;2.24;0.2;T-7;GG-100;2;0.000310531
27;16.2;29.6;27;1.7;0.1;T-7;GG-100;2;0.000165424
27;16.2;29.6;28;1.15;0.1;T-7;GG-100;2;6.06229E-05
27;16.2;29.6;29;0.55;0.1;T-7;GG-100;2;0
28;17.05;30.5;0.1;19.4;0.7;T-7;GG-100;2;0.016975498
